ticker,N,MAPE,date_start,date_end,model_type,notes,n_epochs,sentiment_variance,price_variance
QCOM,123,17.100556489429255,2020-09-11 00:00:00,2021-02-18 00:00:00,lstm1,loss stopped changing,12.0,0.2895255281518311,0.2748965983874347
QCOM,123,24.446452666684934,2020-09-11 00:00:00,2021-02-18 00:00:00,lstm2,loss stopped changing,15.0,0.2895255281518311,0.2748965983874347
LLY,112,8.55031817364591,2020-09-10 00:00:00,2021-02-17 00:00:00,arima, ,,0.29675620940092107,0.6683633455360737
LLY,112,9.778688018554085,2020-09-10 00:00:00,2021-02-17 00:00:00,prophet, ,,0.29675620940092107,0.6683633455360737
LLY,116,33.15362915608729,2020-09-03 00:00:00,2021-02-17 00:00:00,lstm1,loss stopped changing,16.0,0.29675620940092107,0.6683633455360737
LLY,116,31.949584385695978,2020-09-03 00:00:00,2021-02-17 00:00:00,lstm2,loss stopped changing,15.0,0.29675620940092107,0.6683633455360737
WFC,117,3.596919620301305,2020-09-21 00:00:00,2021-02-18 00:00:00,arima, ,,0.2189365762718035,0.1134016009314134
WFC,117,4.983526798031434,2020-09-21 00:00:00,2021-02-18 00:00:00,prophet, ,,0.2189365762718035,0.1134016009314134
WFC,121,7.443765380848758,2020-09-15 00:00:00,2021-02-18 00:00:00,lstm1,loss started increasing,11.0,0.2189365762718035,0.1134016009314134
WFC,121,6.907052388349959,2020-09-15 00:00:00,2021-02-18 00:00:00,lstm2,loss stopped changing,11.0,0.2189365762718035,0.1134016009314134
GE,120,61.120315320447695,2020-09-16 00:00:00,2021-02-18 00:00:00,arima, ,,0.24028859457639556,0.5235030677041971
GE,120,117.12607360553413,2020-09-16 00:00:00,2021-02-18 00:00:00,prophet, ,,0.24028859457639556,0.5235030677041971
GE,124,62.580268613432935,2020-09-10 00:00:00,2021-02-18 00:00:00,lstm1,loss stopped changing,10.0,0.24028859457639556,0.5235030677041971
